total_area (km2),population,densities,traffic_density_encoded,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
-0.015077143801242093,-0.416092720321044,-0.1381620605837776,0.0,-2.0675675675675684,-0.5562038117464031,-0.46471270135128123,-1.0,-9.356642168316416,72.37
0.6445863776162947,-0.13165618908941387,-0.13203423412382295,0.0,0.0,-0.462854920264488,-0.3346367458518608,-1.0,-5.33421130889163,72.54
0.6638532643845018,-0.14975633270491157,-0.13559420949579662,0.0,0.0,-0.0816802800466754,-0.35602193885495786,-1.0,-5.734546922129235,72.38
0.7444821635849627,-0.1610040509750185,-0.14101004088135655,0.0,0.6081081081081086,0.4830805134189042,-0.25068775195944426,-1.0,0.0,71.38
0.292724222560502,-0.2005556991599641,-0.11754921957753016,0.0,-2.364864864864866,0.23259432127576907,-0.11722061698704085,-1.0,-4.951038701729049,72.36
0.2858189838990734,0.22187147261275414,-0.03178299323896483,0.0,0.0,0.4908595877090632,-0.022855857570462136,0.0,0.0,72.91
-0.026399475823191975,0.28052328337563287,0.08973472347453597,0.0,-2.3918918918918926,0.36017113963438346,-0.022406007232209285,0.0,0.0,73.03
0.39691283583607057,0.6213800461286192,0.019188850857458,0.0,-2.2567567567567575,-0.09723842862699346,0.42190771147291384,0.0,0.0,70.79
-0.0026618353531273967,-0.2959906425371339,-0.1022588335536433,0.0,-0.47297297297297325,-0.5344224037339564,-0.4004187068532969,-1.0,-6.7934066867751435,71.79
1.033225636086862,-0.3996153619679415,-0.17672651510509227,0.0,212.87837837837844,-0.40373395565927667,-0.451251795075869,-1.0,-9.631696333744005,71.92
0.018511405646762468,-0.0036777144476791476,-0.018593576287062416,0.0,-2.283783783783784,-0.06456631660832242,-0.1967057113691022,-1.0,-3.455393177280261,72.63
0.46696499933630636,-0.2593691896353324,-0.1413251862421542,0.0,0.0,-0.11590820692337692,-0.18971572919009638,-1.0,-7.437592930880671,76.15
0.5183942001643701,-0.4137932755211925,-0.16833431086755435,0.0,-0.17567567567567588,-0.07545702061454684,-0.44969462082807066,2.7837837837837847,-9.154764433493357,72.21
0.014156445313051607,-0.2687565931888928,-0.09700641087368217,0.0,-2.3918918918918926,0.4753014391287451,-0.3682371057321314,-1.0,-7.69901015336251,74.78
-0.5175271620175158,-0.09121829655452549,4.8966935999229655,1.0,20.3918918918919,2.401400233372231,0.18836617817533782,2.7837837837837847,6.738986363057058,73.76
-0.4997034560084049,-0.5192244164310501,0.2145322863504125,0.0,0.0,0.9342668222481525,-0.5008737477723757,-1.0,-11.474935213900341,70.92
-0.46646228666484035,-0.22097125594197894,0.7390742313225309,0.0,200.6621621621622,1.0851808634772462,-0.34100385833174734,-1.0,-5.492990356429758,72.96
-0.48307722287963983,-0.2234343765001532,1.0358361127403348,0.0,0.0,1.11940879035395,-0.2020693115559631,0.0,0.0,70.69
-0.29316480220515756,-0.30756172023221995,0.005707632645557748,0.0,0.0,-1.1131855309218213,-0.40076474557502983,-1.0,-8.296380474956461,71.09
1.335641198715541,0.36236116253701417,-0.11292708761916437,0.0,0.0,-0.434850252819915,0.00991400937764936,0.0,0.0,71.33
